student_id,enrolled_college,enrollment_date,first_year_gpa
101896,No,2022-02-15,
101897,No,2023-12-09,
101898,Yes,2023-02-04,3.22
101899,No,2023-12-30,
101900,No,2023-05-24,
101901,No,2023-07-01,
101902,No,,
101903,No,2024-03-12,
101904,Yes,2024-01-25,3.72
101905,1,2022-03-30,2.46
101906,No,2021-08-12,
101907,No,2023-02-11,
101908,Yes,2024-03-30,2.57
101909,No,2021-09-25,
101910,No,2021-11-30,
101911,No,2022-07-13,
101912,Yes,2024-08-03,1.77
101913,No,2022-03-24,
101914,Yes,2022-06-21,2.87
101915,No,2024-06-30,
101916,No,2024-06-29,
101917,No,2024-02-15,
101918,YES,2021-12-24,2.48
101919,No,2022-10-17,
101920,No,2022-02-19,
101921,Yes,2024-03-13,2.42
101922,Yes,2021-12-17,1.8
101923,No,2023-04-26,
101924,Yes,2022-07-07,2.39
101925,Yes,2022-01-01,3.04
101926,No,2022-04-09,
101927,Y,2024-06-04,3.17
101928,No,2022-12-01,
101929,Yes,2021-08-30,2.61
101930,Yes,2022-12-08,3.09
101931,Yes,2022-11-12,2.25
101932,0,2022-06-17,
101933,Yes,2022-12-09,2.75
101934,No,2023-05-19,
101935,NO,2024-03-30,
101936,Yes,2023-11-17,2.96
101937,NO,2022-09-27,
101938,No,2022-11-25,
101939,Yes,2022-12-28,2.72
101940,Yes,2022-04-30,2.42
101941,No,2023-04-17,
101942,False,2022-08-03,
101943,No,2023-09-30,-1.0
101944,No,2023-08-11,
101945,No,2022-01-31,
101946,Yes,2022-01-20,2.5
101947,Yes,2022-03-14,2.45
101948,Yes,2023-04-16,2.29
101949,No,2024-01-18,
101950,yes,2024-03-13,2.61
101951,No,2022-10-05,
101952,N,2023-10-04,
101953,No,2022-03-08,
101954,No,2023-03-20,
101955,Yes,2023-02-11,2.74
101956,No,2023-08-24,
101957,No,2024-08-03,
101958,No,2022-10-28,
101959,No,2022-04-05,
101960,0,2023-11-17,
101961,Yes,2024-08-24,2.64
101962,No,2023-10-03,
101963,No,2022-07-03,
101964,No,2024-07-06,
101965,NO,2021-08-07,
101966,No,2024-05-06,
101967,No,2023-04-05,
101968,No,2022-04-27,
101969,Yes,2024-01-01,2.09
101970,No,2024-06-14,
101971,No,2024-04-04,
101972,No,2022-08-17,
101973,Yes,2021-09-30,2.83
101974,Yes,2023-11-13,-1.0
101975,False,2023-06-04,
101976,No,2024-07-07,
101977,Yes,2023-03-04,3.47
101978,Yes,2024-08-26,2.07
101979,No,2024-07-09,7.5
101980,False,2024-02-11,
101981,Yes,2022-11-16,2.29
101982,Yes,2024-06-21,2.11
101983,Yes,2022-06-08,2.45
101984,Yes,2023-09-02,2.43
101985,Yes,2021-09-20,2.87
101986,No,2023-03-10,
101987,YES,2022-02-19,3.08
101988,YES,2023-12-03,1.94
101989,Yes,2023-12-09,1.59
101990,No,2024-02-28,
101991,No,2022-04-29,
101992,No,2024-04-17,
101993,Yes,2022-04-10,1.79
101994,No,2021-12-04,
101995,No,2022-10-06,
101996,No,2023-03-06,
101997,No,2023-05-20,
101998,NO,2023-11-23,
101999,No,2024-04-17,
102000,Yes,2023-03-03,2.71
101537,Yes,2024-03-23,2.72
101824,no,2021-10-23,
100741,No,2022-12-27,
101771,Yes,2023-10-18,4.0
100359,Yes,2023-01-02,2.23
101380,No,2022-10-18,
101857,Yes,2023-10-24,1.0
100762,Yes,2023-11-16,2.95
101250,No,2023-07-07,
101626,Yes,2024-02-26,1.47
101659,Yes,2022-12-27,2.43
101798,Yes,2022-12-29,2.95
101536,No,2024-02-27,
101114,N,2021-09-10,
100976,Yes,2024-05-14,3.25
101468,Yes,2024-07-11,2.31
100553,Yes,2023-06-02,1.82
101703,No,2022-06-02,
100143,No,,
100914,No,2022-10-17,
100106,No,2022-11-22,
101308,No,2021-08-05,
100414,No,2021-10-02,
101201,No,2022-03-17,
101726,No,2024-01-26,
101125,No,2023-11-28,
101261,No,2021-11-18,
101082,No,2022-08-31,
100222,No,2022-10-13,
101877,Y,2023-11-08,2.08
101470,Yes,2022-07-21,3.38
100488,No,2024-03-04,
100850,No,2023-07-19,
101132,No,2023-11-04,
100273,No,2022-03-15,
100321,Yes,2022-10-05,2.61
100946,Yes,2024-06-01,1.34
100920,NO,2022-06-28,
100788,No,2024-02-19,
100451,No,2022-04-03,
101006,No,2022-04-29,
100766,Yes,2023-06-01,2.3
100248,No,2024-02-16,
100114,Yes,2022-10-06,2.26
101069,Yes,2023-06-07,2.66
100754,No,2023-08-05,
100485,Yes,2023-11-25,1.39
100777,Yes,2022-11-24,2.64
100616,Yes,2021-09-05,3.35
100130,No,2023-09-25,
101542,No,,
101928,No,2022-12-01,
100380,No,2021-11-02,
101414,Yes,2022-09-09,2.41
101061,No,2022-07-07,
101400,Yes,2024-06-08,2.58
100643,No,2024-06-08,
101862,No,2023-03-12,
101013,No,2023-04-17,
101300,Yes,2023-06-11,2.3
100201,Yes,2024-01-31,2.44
101328,No,2021-09-05,
100967,Yes,2024-07-01,1.59
100495,YES,2021-11-05,2.73
101321,No,2024-05-21,
100971,No,2023-02-09,
100688,No,2022-06-27,
101272,Yes,2024-06-26,2.06
100558,Yes,2022-10-12,2.49
100023,No,2021-12-19,
101997,No,2023-05-20,
100846,Yes,2021-09-30,2.92
101288,Yes,2023-08-14,2.99
100123,No,2024-04-06,
101586,Yes,2022-10-21,2.13
