student_id,test_date,test_score
101307,2021-12-13,79.28701635174968
101515,2023-03-20,80.3683381747166
100509,2023-06-01,72.47645173682619
101346,2023-01-24,78.14852797989369
101118,2021-01-04,89.16497434132799
100013,2021-04-02,74.9547220687983
100501,2023-04-09,87.52266270986146
101474,2021-11-13,64.85077673424514
101996,2023-03-14,82.72863264707057
101421,2022-10-06,83.8609545077635
100526,2021-07-02,85.52754200190635
100584,2021-12-23,69.22874446784117
101954,2021-07-10,68.58337018464131
100482,2021-12-15,69.36316457299161
101740,2023-08-09,97.65288179428445
100664,2022-05-14,79.7633710306189
101689,2023-01-05,78.23045792603831
101216,2021-07-09,69.2088723425352
101177,2022-11-03,78.29315010394768
101047,2023-03-15,75.10844018904082
101092,2022-11-12,78.1786394050375
100476,2021-04-06,76.57743497873473
100680,2021-12-28,72.07945264990319
100849,2021-12-22,75.21269270373577
100047,2023-04-09,73.90153893586363
101180,2020-10-08,77.90690226481887
100555,2022-10-05,81.35283390559928
101403,2022-05-12,77.88384445958542
100914,2021-09-11,85.30618850642577
100889,2023-05-24,73.84840062238054
100053,2023-05-13,86.1371398838587
101242,2022-12-23,63.93832774697625
101967,2022-01-17,50.09266421996432
101327,2022-04-27,57.414761822297564
100720,2021-08-19,83.38244815120694
101684,2021-05-29,79.98195376391284
101851,2021-04-01,93.00918523101055
100096,2023-06-23,84.14111333520992
101681,2022-03-03,81.69306416159002
100017,2022-01-31,103.32742875986675
100504,2021-09-06,81.23782982927274
100673,2020-10-04,74.49460970533707
101351,2023-02-17,79.22107706686234
100378,2021-12-07,72.4210582888107
101162,2021-11-01,77.67929790806627
100563,2022-07-01,87.88204306466054
100634,2023-06-20,65.08424800648632
101241,2023-04-27,78.85578112859224
101305,2021-05-27,56.02306780683897
100535,2023-05-23,73.4120397277146
101696,2022-11-14,75.61853928896477
101126,2021-10-24,57.21028288200316
100278,2023-01-31,85.3120187192037
100109,2020-10-10,90.8957545902329
100598,2022-05-10,75.2506893962131
101238,2022-07-03,
101172,2023-01-07,82.31333691483529
100612,2021-03-28,56.33241665314658
101188,2022-09-09,88.15243663621895
101497,2020-12-29,83.371210518544
100045,2022-02-13,87.38057566895303
100589,2022-03-02,90.38998838549045
100827,2022-08-17,95.40900287170459
101586,2021-03-27,75.81382538851277
101884,2021-11-29,70.11460503005024
101388,2023-01-20,97.5785633831023
100804,2022-10-20,81.81514764137029
101099,2021-05-09,89.1010076396959
101717,2021-12-02,77.95351112964259
100030,2021-02-19,68.79472349025717
101066,2023-04-30,61.42283241613041
100230,2022-12-09,61.54762248947923
100254,2021-04-07,72.35231776156043
100102,2021-12-14,56.82180268270603
101874,2021-09-06,79.40991908215177
100942,2023-06-03,79.21777599345131
101927,2021-11-05,96.73792161483601
100854,2022-08-11,76.38700413613327
101020,2023-04-27,87.84491211162154
100124,2022-02-27,92.844138725227
100544,2021-12-29,72.42252354122847
101981,2021-10-20,78.59737852459484
101596,2021-10-17,73.72132798649416
100246,2021-10-26,86.85322881840852
100816,2023-01-25,59.3234384843979
100605,2021-11-16,78.72979252177366
100785,2022-11-18,84.61339204999028
100751,2021-05-10,94.417034213954
100545,2022-09-26,79.48035465412019
100948,2023-06-08,87.0613587225717
101359,2021-04-27,72.46877798600975
101671,2021-12-26,68.98746172719291
100078,not_a_date,72.8674873451477
101679,2022-05-29,70.3072312947425
101208,2023-06-03,74.48157882025359
101629,2022-02-22,69.59251602974604
101930,2022-07-08,77.37956472273578
101366,2021-05-13,75.19185701492155
100566,2023-01-22,92.55808654610192
100132,2023-01-01,74.11807146380306
100919,2021-01-31,71.81399653216712
101070,2022-01-05,89.11747744058553
100008,2021-07-29,70.60081751394273
100797,2021-10-03,63.45881986210547
100764,2022-07-30,61.78360202997429
100314,2021-02-15,69.19822748976891
100564,2022-02-17,88.81902858931771
101686,2021-02-27,78.23442123388585
101932,2023-06-22,83.02117662922136
101061,2021-11-12,83.00898147053809
100300,2021-11-29,65.17607027162381
101975,2023-05-17,63.19590809168498
100619,2021-10-17,86.13345087707108
100810,2022-03-24,96.73412673674792
101768,2022-08-22,56.66650796156975
101133,2021-12-08,69.17457557055937
100899,2022-12-03,84.93027465047611
100775,2022-10-17,73.87462674891846
101309,2022-08-13,79.6333065940079
100591,2021-05-19,80.04972497558722
101090,2020-11-07,67.87751550893591
101676,2021-03-20,89.04839015467319
101017,2021-10-25,71.17827610098108
100058,2021-07-01,73.3472803931649
101618,2021-07-08,96.17154633611713
101983,2023-07-09,63.521925564576364
101190,2021-05-08,73.45464908739767
100660,2022-05-25,85.0191107103446
101236,2022-03-16,78.50817074953386
101409,2023-01-12,63.376035889550145
100413,2023-04-24,72.82523603540776
100762,2022-01-04,101.11866475745516
100674,2022-04-21,76.00370363746505
101647,2023-04-21,76.98383624843967
101539,2021-06-09,58.82005099603439
100208,2023-02-17,72.47657906944632
101986,2021-02-20,86.25227932797688
100177,2022-04-05,89.74608055993673
100988,2023-05-07,82.9933075670147
101999,2020-12-09,87.0587180388828
100244,2022-11-22,71.48288672168145
100803,2023-07-28,58.276890716081375
100837,2021-12-10,74.6325921790827
101410,2021-03-27,69.84711246845616
100199,2022-08-02,68.10954798237559
101878,2020-12-18,77.85034250193755
101334,2021-01-28,92.61697131100206
101575,2021-04-19,77.88673977041552
101490,2021-05-14,91.7074086304243
100120,2020-10-28,63.49774346340629
101386,2023-06-05,75.2802627536043
100389,2023-05-05,85.08532686172835
101041,2021-10-10,
100543,2022-10-29,81.6707937184254
100309,2023-08-09,85.26619884611851
100073,2021-04-22,83.85329833487629
101317,2021-06-11,61.57863485464085
100434,2022-12-22,101.30207211168542
100471,2021-01-15,81.5153354590896
101194,2020-12-22,73.56445459642072
101627,2023-04-17,68.40701884395048
101675,2021-07-22,90.53430042893048
101018,2022-11-17,58.88488051873925
101373,2022-08-12,87.08028860785822
100325,2021-11-20,67.10948314126665
100320,2021-05-31,69.56297851892369
101969,2021-01-18,80.68527633745838
101854,2021-04-28,68.09710943453483
100169,2022-07-08,65.48885414836998
101976,2022-01-24,70.82739375475629
101430,2021-09-05,77.22397840794218
100198,2022-10-02,76.5950513565118
101826,2023-01-20,96.33129422640114
101713,2022-07-28,81.26739505518321
101785,2023-03-25,77.3860062681718
101152,2022-08-04,67.28485744626842
101031,2022-04-08,75.20722367882865
101315,2022-02-08,-5.0
100094,2021-03-07,82.8032688600595
100367,2021-07-12,78.10984462462613
101541,2023-07-09,86.66845202532217
101448,2023-01-08,140.0
101019,2023-01-18,84.72462997563298
100773,2020-12-14,80.4730134832755
101050,2021-07-18,72.23401708904832
101979,2020-09-14,61.4610915689991
101635,not_a_date,82.31111883236841
100718,2021-12-06,72.32505257034104
101377,2021-07-10,87.23879426747735
100209,2023-03-28,85.49938143829294
101846,2023-07-28,65.38322728540543
100499,2023-04-22,73.4256569696878
100141,2021-09-04,93.4348534111556
101723,2022-12-11,84.68925120407255
100753,2022-07-11,87.6598074061158
100033,2020-11-10,90.70121865688448
101973,2021-07-22,91.77753219102111
101987,2022-01-24,88.7632163835624
101685,2021-07-17,84.33149485406369
100388,2023-01-01,81.4341869346657
100581,2021-06-01,73.25092230577476
100338,2023-02-02,68.3521819889944
101335,2022-07-24,69.63755490905987
101753,2021-09-05,97.05852970951031
100401,2022-12-23,73.76717099138278
100682,2021-01-23,87.05525409251173
100932,2023-04-02,92.1508288425299
101534,2021-12-18,94.15002566519485
100593,2023-04-18,84.23351550722556
100377,2022-05-06,51.03836814441973
100886,2022-08-25,88.69211985482994
100975,2022-08-08,85.50742855117696
100798,2022-03-22,91.77565990782884
100305,2021-05-23,87.14963206138955
100976,2022-10-07,92.94539811496804
101199,2021-04-30,55.188784357141564
100767,2021-01-28,81.20456921381829
100900,2020-12-02,90.91065711486854
101073,2023-05-28,66.85028243534461
100884,2023-02-14,72.75187376010484
101873,2022-09-25,95.86106197627336
101871,2021-10-13,78.15719758107713
100737,2020-11-02,68.5111823730146
101936,2023-06-29,98.7292743112818
101668,2021-09-29,75.57925778059595
100290,2021-11-09,86.52429147388719
100659,2020-12-29,-5.0
100431,2021-07-01,88.2587658882418
100800,2021-02-07,50.40640907868169
101331,2021-09-05,
100898,2023-03-17,73.74244569571734
101221,2020-12-07,87.78351761630566
100238,2022-06-04,81.1107866525833
100561,2022-08-20,65.33626628793898
101192,2021-05-12,72.2986660644118
100359,2022-11-26,68.83416349753351
100929,2021-04-27,72.53590782504239
101738,2022-01-24,77.13477123074611
100853,2022-06-29,73.20837752729801
101801,2021-06-05,67.48343132452855
100098,2021-01-03,84.69655063646796
100435,2022-10-25,78.2917179602057
101514,2021-09-28,81.94889514004207
100397,2022-03-13,82.08356511691409
100034,2022-03-20,58.29316884183033
101522,2022-07-29,72.32936025907783
101179,2022-07-23,83.83096599552859
100917,2022-05-04,79.07752088006087
